"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","ClassificationPointType","Direction","Threshold","Accuracy","Precision","Recall"
"AKT1","Activity Value","Assay Description:Inhibition of Akt|Activity Type:IC50|Target Accession Numbers:NP_001014431, NP_001014432, NP_005154, SK018, P31749|Standard Unit:nM","152","Smile SVC Poly classification","0.844723892837616","Minimum","UP","7.454110313366671","0.7368421052631579","0.6507936507936508","0.6949152542372882"
"AKT1","Activity Value","Assay Description:Inhibition of Akt|Activity Type:IC50|Target Accession Numbers:NP_001014431, NP_001014432, NP_005154, SK018, P31749|Standard Unit:nM","152","Smile SVC RBF classification","0.7727355567705485","Minimum","UP","7.454110313366671","0.7236842105263158","0.7073170731707317","0.4915254237288136"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Smile SVC Tanimoto classification","0.8157738095238096","Proportion","DOWN","6.401576729695526","0.7580645161290323","0.7647058823529411","0.9285714285714286"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Weka RF on folded fp classification","0.7397321428571427","Proportion","DOWN","6.401576729695526","0.7096774193548387","0.7553191489361702","0.8452380952380952"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Smile SVC Poly classification","0.7354166666666667","Proportion","DOWN","6.401576729695526","0.6774193548387096","0.6774193548387096","1.0"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Weka RF classification","0.7014880952380951","Proportion","DOWN","6.401576729695526","0.7096774193548387","0.74","0.8809523809523809"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Smile Bernoulli NB classification","0.6443452380952381","Proportion","DOWN","6.401576729695526","0.5645161290322581","0.75","0.5357142857142857"
"CDK5","Activity Value","Assay Description:Inhibition of human cdk5/p25 by SPA|Activity Type:IC50|Target Accession Numbers:NP_004926, SK070, Q00535|Standard Unit:nM","124","Smile SVC RBF classification","0.6315476190476191","Proportion","DOWN","6.401576729695526","0.6854838709677419","0.6991150442477876","0.9404761904761905"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Smile Bernoulli NB classification","0.828505392912173","Minimum","UP","4.8509473228859274","0.7456140350877193","0.7083333333333334","0.864406779661017"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Smile SVC Tanimoto classification","0.8221879815100156","Minimum","UP","4.8509473228859274","0.7982456140350878","0.7727272727272727","0.864406779661017"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Weka RF on folded fp classification","0.8001540832049308","Minimum","UP","4.8509473228859274","0.7105263157894737","0.6857142857142857","0.8135593220338984"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Weka RF classification","0.7730354391371339","Minimum","UP","4.8509473228859274","0.7192982456140351","0.7288135593220338","0.7288135593220338"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Smile SVC Poly classification","0.763944530046225","Minimum","UP","4.8509473228859274","0.7017543859649122","0.654320987654321","0.8983050847457628"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1 by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","114","Smile SVC RBF classification","0.7500770416024651","Minimum","UP","4.8509473228859274","0.6842105263157895","0.676923076923077","0.7457627118644068"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Weka RF on folded fp classification","0.8776666666666667","Proportion","UP","6.309654781038412","0.8434782608695652","0.84375","0.675"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Smile SVC Tanimoto classification","0.8671666666666666","Proportion","UP","6.309654781038412","0.8173913043478261","0.7878787878787878","0.65"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Smile Bernoulli NB classification","0.8584999999999997","Proportion","UP","6.309654781038412","0.782608695652174","0.6415094339622641","0.85"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Smile SVC Poly classification","0.8438333333333334","Proportion","UP","6.309654781038412","0.8","1.0","0.425"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Smile SVC RBF classification","0.8236666666666667","Proportion","UP","6.309654781038412","0.782608695652174","0.9411764705882353","0.4"
"JNK1","Activity Value","Assay Description:Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","115","Weka RF classification","0.8196666666666665","Proportion","UP","6.309654781038412","0.8","0.7297297297297297","0.675"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Smile Bernoulli NB classification","0.842032967032967","Proportion","UP","6.796294668981709","0.7342657342657343","0.5813953488372093","0.9615384615384616"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Weka RF on folded fp classification","0.8291420118343195","Proportion","UP","6.796294668981709","0.7552447552447552","0.6666666666666666","0.6538461538461539"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Weka RF classification","0.8290363482671175","Proportion","UP","6.796294668981709","0.7622377622377622","0.6666666666666666","0.6923076923076923"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Smile SVC Poly classification","0.8273457311918848","Proportion","UP","6.796294668981709","0.7342657342657343","0.6944444444444444","0.4807692307692308"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Smile SVC Tanimoto classification","0.8146661031276414","Proportion","UP","6.796294668981709","0.7482517482517482","0.6290322580645161","0.75"
"JNK1","Activity Value","Assay Description:Inhibition of JNK1|Activity Type:IC50|Target Accession Numbers:NP_002741, NP_620637, SK188, P45983|Standard Unit:nM","143","Smile SVC RBF classification","0.8108622147083683","Proportion","UP","6.796294668981709","0.7342657342657343","0.7058823529411765","0.46153846153846156"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Weka RF on folded fp classification","0.935906432748538","Proportion","DOWN","7.738785361895846","0.8939393939393939","0.8961038961038961","0.92"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Weka RF classification","0.9272514619883041","Proportion","DOWN","7.738785361895846","0.9090909090909091","0.8795180722891566","0.9733333333333334"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Smile SVC Tanimoto classification","0.9174269005847953","Proportion","DOWN","7.738785361895846","0.9090909090909091","0.8987341772151899","0.9466666666666667"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Smile Bernoulli NB classification","0.911461988304094","Proportion","DOWN","7.738785361895846","0.8787878787878788","0.8933333333333333","0.8933333333333333"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Smile SVC RBF classification","0.9099415204678362","Proportion","DOWN","7.738785361895846","0.8636363636363636","0.8202247191011236","0.9733333333333334"
"AURb","Activity Value","Assay Description:Inhibition of Aurora B|Activity Type:IC50|Target Accession Numbers:NP_004208, SK406, Q96GD4|Standard Unit:nM","132","Smile SVC Poly classification","0.8879532163742694","Proportion","DOWN","7.738785361895846","0.9015151515151515","0.8604651162790697","0.9866666666666667"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Smile SVC RBF classification","0.8829847371396268","Inflection","UP","7.658651022583489","0.8487394957983193","0.8846153846153846","0.7931034482758621"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Smile SVC Tanimoto classification","0.8725268513284337","Inflection","UP","7.658651022583489","0.8487394957983193","0.8703703703703703","0.8103448275862069"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Weka RF on folded fp classification","0.8713962690785754","Inflection","UP","7.658651022583489","0.7899159663865546","0.7619047619047619","0.8275862068965517"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Smile Bernoulli NB classification","0.8706896551724134","Inflection","UP","7.658651022583489","0.8235294117647058","0.8245614035087719","0.8103448275862069"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Smile SVC Poly classification","0.8538722442057665","Inflection","UP","7.658651022583489","0.8487394957983193","0.8703703703703703","0.8103448275862069"
"PKCt","Activity Value","Assay Description:Inhibition of PKCtheta|Activity Type:IC50|Target Accession Numbers:NP_006248, SK310, Q04759, Q3MJF1, Q5JUN8|Standard Unit:nM","119","Weka RF classification","0.8526003391746749","Inflection","UP","7.658651022583489","0.7983193277310925","0.8035714285714286","0.7758620689655172"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Weka RF on folded fp classification","0.8543637473298755","Proportion","UP","6.417093329263688","0.8070175438596491","0.7450980392156863","0.6551724137931034"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Smile SVC Tanimoto classification","0.8397162038449794","Proportion","UP","6.417093329263688","0.7777777777777778","0.7380952380952381","0.5344827586206896"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Smile SVC Poly classification","0.8317821177906617","Proportion","UP","6.417093329263688","0.6549707602339181","0.4","0.034482758620689655"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Smile Bernoulli NB classification","0.8290357033872443","Proportion","UP","6.417093329263688","0.7192982456140351","0.5568181818181818","0.8448275862068966"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Weka RF classification","0.7961550198352151","Proportion","UP","6.417093329263688","0.7485380116959064","0.6271186440677966","0.6379310344827587"
"ABL1","Activity Value","Assay Description:Inhibition of recombinant c-Abl by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_005148, NP_009297, SK006, P00519, Q45F09, Q59FK4|Standard Unit:nM","171","Smile SVC RBF classification","0.7116264876411353","Proportion","UP","6.417093329263688","0.6900584795321637","0.5925925925925926","0.27586206896551724"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Smile Bernoulli NB classification","0.9433221099887767","Inflection","UP","7.053523969398224","0.7864077669902912","0.5","0.9545454545454546"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Smile SVC Poly classification","0.9343434343434345","Inflection","UP","7.053523969398224","0.7961165048543689","0.6666666666666666","0.09090909090909091"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Smile SVC Tanimoto classification","0.9287317620650953","Inflection","UP","7.053523969398224","0.8640776699029126","0.75","0.5454545454545454"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Weka RF on folded fp classification","0.9225589225589226","Inflection","UP","7.053523969398224","0.883495145631068","0.75","0.6818181818181818"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Weka RF classification","0.9163860830527497","Inflection","UP","7.053523969398224","0.883495145631068","0.75","0.6818181818181818"
"ITK","Activity Value","Assay Description:Inhibition of Itk|Activity Type:IC50|Target Accession Numbers:NP_005537, SK184, Q08881, Q32ML7|Standard Unit:nM","103","Smile SVC RBF classification","0.8580246913580248","Inflection","UP","7.053523969398224","0.8446601941747572","1.0","0.2727272727272727"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Weka RF classification","0.8401680915809303","Inflection","UP","5.590909090909092","0.7588235294117647","0.7166666666666667","0.6417910447761194"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Smile SVC RBF classification","0.8349514563106797","Inflection","UP","5.590909090909092","0.7352941176470589","0.775","0.4626865671641791"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Smile SVC Tanimoto classification","0.8287204752934361","Inflection","UP","5.590909090909092","0.7588235294117647","0.7954545454545454","0.5223880597014925"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Weka RF on folded fp classification","0.8214026952615565","Inflection","UP","5.590909090909092","0.788235294117647","0.7540983606557377","0.6865671641791045"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Smile SVC Poly classification","0.8159687001883784","Inflection","UP","5.590909090909092","0.6529411764705882","1.0","0.11940298507462686"
"EGFR","Value","Assay Description:Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","170","Smile Bernoulli NB classification","0.791189682654687","Inflection","UP","5.590909090909092","0.7470588235294118","0.6363636363636364","0.835820895522388"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Smile SVC Tanimoto classification","0.9291307201800436","Minimum","UP","6.5580704101903935","0.8774703557312253","0.8345323741007195","0.9354838709677419"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Weka RF on folded fp classification","0.9262628157039254","Minimum","UP","6.5580704101903935","0.8695652173913043","0.85","0.8911290322580645"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Smile SVC Poly classification","0.9229573018254573","Minimum","UP","6.5580704101903935","0.8636363636363636","0.8352059925093633","0.8991935483870968"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Weka RF classification","0.9161743560890219","Minimum","UP","6.5580704101903935","0.8656126482213439","0.86","0.8669354838709677"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Smile SVC RBF classification","0.9160805826456604","Minimum","UP","6.5580704101903935","0.8478260869565217","0.8547717842323651","0.8306451612903226"
"EGFR","Value","Assay Description:Inhibition of EGFR|Activity type:IC50|Target Description:epidermal growth factor receptor isoform a|Standard unit:nM","506","Smile Bernoulli NB classification","0.9079066641660419","Minimum","UP","6.5580704101903935","0.8478260869565217","0.7840531561461794","0.9516129032258065"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Weka RF on folded fp classification","0.7546977124183009","Proportion","DOWN","7.252151300435472","0.7115384615384616","0.7638888888888888","0.8088235294117647"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Smile SVC Tanimoto classification","0.7446895424836601","Proportion","DOWN","7.252151300435472","0.7211538461538461","0.7407407407407407","0.8823529411764706"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Smile SVC Poly classification","0.6960784313725492","Proportion","DOWN","7.252151300435472","0.6538461538461539","0.6538461538461539","1.0"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Smile Bernoulli NB classification","0.6883169934640525","Proportion","DOWN","7.252151300435472","0.6634615384615384","0.8113207547169812","0.6323529411764706"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Weka RF classification","0.6345996732026145","Proportion","DOWN","7.252151300435472","0.6153846153846154","0.6666666666666666","0.8235294117647058"
"TGFbR1","Activity Value","Assay Description:Inhibition of TGFR1|Activity Type:IC50|Target Accession Numbers:NP_004603, SK029, P36897, Q5T7S2, Q6IR47|Standard Unit:nM","104","Smile SVC RBF classification","0.547794117647059","Proportion","DOWN","7.252151300435472","0.6346153846153846","0.6530612244897959","0.9411764705882353"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Smile SVC RBF classification","0.9153846153846154","Proportion","UP","6.229730148799936","0.8252427184466019","0.7777777777777778","0.7368421052631579"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Weka RF on folded fp classification","0.8860323886639676","Proportion","UP","6.229730148799936","0.8058252427184466","0.68","0.8947368421052632"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Weka RF classification","0.8842105263157894","Proportion","UP","6.229730148799936","0.7766990291262136","0.6923076923076923","0.7105263157894737"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Smile Bernoulli NB classification","0.8582995951417004","Proportion","UP","6.229730148799936","0.7378640776699029","0.5873015873015873","0.9736842105263158"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Smile SVC Tanimoto classification","0.8441295546558704","Proportion","UP","6.229730148799936","0.7766990291262136","0.6415094339622641","0.8947368421052632"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Accession Numbers:NP_002728, SK3003, P17252, Q32M72|Standard Unit:nM","103","Smile SVC Poly classification","0.8072874493927127","Proportion","UP","6.229730148799936","0.6310679611650486","0.5","0.18421052631578946"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Weka RF on folded fp classification","0.8902486402486401","Proportion","UP","6.2582610583611515","0.8095238095238095","0.7021276595744681","0.8461538461538461"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Smile Bernoulli NB classification","0.8636363636363636","Proportion","UP","6.2582610583611515","0.7428571428571429","0.59375","0.9743589743589743"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Smile SVC RBF classification","0.8570318570318569","Proportion","UP","6.2582610583611515","0.8285714285714286","0.8620689655172413","0.6410256410256411"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Weka RF classification","0.8560606060606061","Proportion","UP","6.2582610583611515","0.819047619047619","0.7777777777777778","0.717948717948718"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Smile SVC Poly classification","0.8395493395493395","Proportion","UP","6.2582610583611515","0.6285714285714286","0.5","0.05128205128205128"
"PKCa","Activity Value","Assay Description:Inhibition of Protein kinase C alpha|Activity Type:IC50|Target Name:PKCa|Standard Unit:nM","105","Smile SVC Tanimoto classification","0.8228438228438228","Proportion","UP","6.2582610583611515","0.7428571428571429","0.62","0.7948717948717948"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Smile SVC Tanimoto classification","0.7514887769125058","Proportion","UP","5.874282282431891","0.7411764705882353","0.6744186046511628","0.4915254237288136"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Smile SVC Poly classification","0.7366773553214236","Proportion","UP","5.874282282431891","0.6529411764705882","NaN","0.0"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Weka RF on folded fp classification","0.7327836310887155","Proportion","UP","5.874282282431891","0.7058823529411765","0.5957446808510638","0.4745762711864407"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Smile Bernoulli NB classification","0.711482669109788","Proportion","UP","5.874282282431891","0.6529411764705882","0.5","0.7457627118644068"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Weka RF classification","0.699572453809742","Proportion","UP","5.874282282431891","0.7470588235294118","0.6739130434782609","0.5254237288135594"
"EPHB4","Activity Value","Assay Description:Inhibition of recombinant EphB4R by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_004435, SK130, P54760, Q541P7, Q59F17, Q7Z635, Q96L35|Standard Unit:nM","170","Smile SVC RBF classification","0.6743777675981064","Proportion","UP","5.874282282431891","0.7058823529411765","0.6551724137931034","0.3220338983050847"
"HCK","Activity Value","Assay Description:Inhibition of recombinant HCK by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_002101, SK164, P08631, Q504R5|Standard Unit:nM","171","Weka RF on folded fp classification","0.879170113041082","Minimum","UP","6.785322421768094","0.7719298245614035","0.7532467532467533","0.7435897435897436"
"HCK","Activity Value","Assay Description:Inhibition of recombinant HCK by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_002101, SK164, P08631, Q504R5|Standard Unit:nM","171","Smile SVC Tanimoto classification","0.8696581196581196","Minimum","UP","6.785322421768094","0.7719298245614035","0.76","0.7307692307692307"
"HCK","Activity Value","Assay Description:Inhibition of recombinant HCK by radioactive phosphotransfer assay in presence of 10 uM ATP|Activity Type:IC50|Target Accession Numbers:NP_002101, SK164, P08631, Q504R5|Standard Unit:nM","171","Weka RF classification","0.8582161566032532","Minimum","UP","6.785322421768094","0.7953216374269005","0.7866666666666666","0.7564102564102564"
