"GroupName","GroupValue","Size","Estimator","RMSE","Correlation"
"Target (full name)","MAP kinase-activated protein kinase 2","364","Tanimoto Smile SVM regression","1.9728991708584718","-0.0640892314969313"
"Target (full name)","MAP kinase-activated protein kinase 2","364","RBF libSVM folded fingerprints regression","2.095826114514795","-0.06631944401972695"
"Target (full name)","MAP kinase-activated protein kinase 2","364","Weka RF folded fingerprints regression","1.9869587266810214","-0.10531080503777326"
"Target (full name)","MAP kinase-activated protein kinase 2","364","Poly Smile SVM fingerprints regression","2.2441239028501734","-0.1148903389928953"
"Target (full name)","MAP kinase-activated protein kinase 2","364","Elastic Net on folded fingerprints regression","2.435022441540307","-0.14727188764964003"
"Target (full name)","MAP kinase-activated protein kinase 3","364","RBF libSVM folded fingerprints regression","5.694314845725716","0.7954294691265253"
"Target (full name)","MAP kinase-activated protein kinase 3","364","Poly Smile SVM fingerprints regression","5.635456547524824","0.7922733701809498"
"Target (full name)","MAP kinase-activated protein kinase 3","364","Weka RF folded fingerprints regression","5.681031964615423","0.78593998793365"
"Target (full name)","MAP kinase-activated protein kinase 3","364","Tanimoto Smile SVM regression","6.345573276324056","0.7616949492152592"
"Target (full name)","MAP kinase-activated protein kinase 3","364","Weka RF descriptors regression","6.18543297467615","0.7439852067042015"
"Target (full name)","MAP kinase-activated protein kinase 3","364","Elastic Net on folded fingerprints regression","6.326464034627149","0.7413844489928558"
"Target (full name)","MAP kinase-activated protein kinase 3","364","RBF Smile SVM descriptors regression","6.6220072231542835","0.7151306456301011"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","Poly Smile SVM fingerprints regression","7.450852112890545","0.5876551689573928"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","Weka RF folded fingerprints regression","7.720297137916494","0.5667160003728506"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","RBF libSVM folded fingerprints regression","8.240945604607262","0.543274551364521"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","RBF Smile SVM descriptors regression","8.435297721711642","0.5158969597510913"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","Weka RF descriptors regression","7.924942089077089","0.5084617813918498"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","Tanimoto Smile SVM regression","8.5679511419304","0.5005660357968827"
"Target (full name)","Serine/threonine-protein kinase MARK1","364","Elastic Net on folded fingerprints regression","8.152209344867098","0.484853655469905"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","Weka RF folded fingerprints regression","8.286136350691992","0.5435374672005343"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","Poly Smile SVM fingerprints regression","8.242910574813475","0.5386376641847328"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","Weka RF descriptors regression","8.426077402887003","0.5061000034260102"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","RBF libSVM folded fingerprints regression","9.02755322302993","0.4736222818811576"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","RBF Smile SVM descriptors regression","9.038569811517954","0.4712168922442519"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","Elastic Net on folded fingerprints regression","8.985126835925001","0.43130901602250277"
"Target (full name)","Serine/threonine-protein kinase c-TAK1","364","Tanimoto Smile SVM regression","9.32532024106954","0.4268759304575072"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","Poly Smile SVM fingerprints regression","6.657504540863881","0.5772766390381725"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","Weka RF folded fingerprints regression","6.801857152141335","0.5632496550893519"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","RBF libSVM folded fingerprints regression","7.29891245174087","0.5446596897662743"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","RBF Smile SVM descriptors regression","7.408348552975357","0.5245537403355462"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","Tanimoto Smile SVM regression","7.550780285016611","0.5163237409420207"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","Weka RF descriptors regression","6.968337066101699","0.5146852161845066"
"Target (full name)","MAP/microtubule affinity-regulating kinase 4","364","Elastic Net on folded fingerprints regression","7.230100460126572","0.47690754268223173"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","Weka RF folded fingerprints regression","11.681401889572628","0.5918232680329241"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","Poly Smile SVM fingerprints regression","11.527298492532184","0.5903207522872275"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","RBF libSVM folded fingerprints regression","12.944059763847106","0.5769673843498573"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","Weka RF descriptors regression","11.665613050195752","0.5737283886457852"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","Tanimoto Smile SVM regression","13.547196194620447","0.5445852467760921"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","Elastic Net on folded fingerprints regression","12.114001739867915","0.5440115746373966"
"Target (full name)","Maternal embryonic leucine zipper kinase","364","RBF Smile SVM descriptors regression","13.236675664347517","0.5102839700916698"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","Poly Smile SVM fingerprints regression","7.406272440642702","0.5877711026588252"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","Weka RF folded fingerprints regression","7.568989828874751","0.5684618906985666"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","Elastic Net on folded fingerprints regression","8.328077884679997","0.5153694560472378"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","RBF libSVM folded fingerprints regression","8.65659596650464","0.38812433963599163"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","Tanimoto Smile SVM regression","8.859360522542861","0.334807458382284"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","Weka RF descriptors regression","8.568165212007303","0.33411218579352225"
"Target (full name)","MAP kinase-interacting serine/threonine-protein kinase MNK1","364","RBF Smile SVM descriptors regression","8.954936327735027","0.2835450089965379"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","Poly Smile SVM fingerprints regression","7.453719606474072","0.46215184823646693"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","Weka RF folded fingerprints regression","7.57050008840712","0.41898590958689164"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","Elastic Net on folded fingerprints regression","8.209915328606701","0.36367580556162665"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","RBF libSVM folded fingerprints regression","8.074837936081492","0.3309254584967153"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","Tanimoto Smile SVM regression","8.222046044285205","0.3139048118155749"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","RBF Smile SVM descriptors regression","8.275181918247975","0.2638351712782935"
"Target (full name)","MAP kinase signal-integrating kinase 2","364","Weka RF descriptors regression","8.094822948395716","0.25849682834126514"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","Poly Smile SVM fingerprints regression","6.167356469483858","0.5567396244008755"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","Weka RF folded fingerprints regression","6.293122843969852","0.5405460149121663"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","RBF libSVM folded fingerprints regression","6.67636796070252","0.5095755428174246"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","Tanimoto Smile SVM regression","6.85834428649191","0.4958216464913333"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","RBF Smile SVM descriptors regression","6.754642225295391","0.49338240326330274"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","Weka RF descriptors regression","6.547770309218556","0.48140065098201196"
"Target (full name)","MAP/microtubule affinity-regulating kinase 2","364","Elastic Net on folded fingerprints regression","6.742032620421198","0.44187565211644714"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","RBF libSVM folded fingerprints regression","2.6338351783370046","0.21652794219617527"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","RBF Smile SVM descriptors regression","2.630974710557851","0.2128179814244617"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","Weka RF folded fingerprints regression","2.6427437794400293","0.19389266925982113"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","Weka RF descriptors regression","2.6626468545054545","0.19061481062358132"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","Elastic Net on folded fingerprints regression","2.7672543709778936","0.1701350695469925"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","Poly Smile SVM fingerprints regression","2.7676532325235144","0.16382848317090304"
"Target (full name)","PAS domain-containing serine/threonine-protein kinase","364","Tanimoto Smile SVM regression","2.6726152917497132","0.13680866717499718"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","Poly Smile SVM fingerprints regression","7.347497676799561","0.6657728092570018"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","Weka RF folded fingerprints regression","7.641660805553044","0.6591490700805418"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","Elastic Net on folded fingerprints regression","7.734140837142946","0.6246519322955407"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","RBF libSVM folded fingerprints regression","8.378086217553292","0.6021828874677041"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","Tanimoto Smile SVM regression","8.991177631322211","0.553774327467781"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","Weka RF descriptors regression","8.287317706509404","0.538997590479956"
"Target (full name)","Phosphorylase kinase gamma subunit 1","364","RBF Smile SVM descriptors regression","8.791488558483914","0.5059963249440831"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","Poly Smile SVM fingerprints regression","4.484044151629765","0.5667545633508085"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","Weka RF folded fingerprints regression","4.471532628421865","0.5643281800992818"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","Weka RF descriptors regression","4.57612513495118","0.5298327029919455"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","Elastic Net on folded fingerprints regression","5.030830301203971","0.434269403139963"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","RBF libSVM folded fingerprints regression","5.0210896935878795","0.37010917677240673"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","Tanimoto Smile SVM regression","5.17908680969742","0.28788751142298497"
"Target (full name)","Phosphorylase kinase gamma subunit 2","364","RBF Smile SVM descriptors regression","5.2109632630868346","0.26461683101967165"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","Poly Smile SVM fingerprints regression","10.139900753716665","0.500215306466301"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","RBF libSVM folded fingerprints regression","10.956445083798586","0.46102352614439235"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","Weka RF folded fingerprints regression","10.291969371785632","0.452583685087988"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","Weka RF descriptors regression","10.303374730602446","0.4525771529083159"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","Elastic Net on folded fingerprints regression","10.952692205913115","0.41501587617489377"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","RBF Smile SVM descriptors regression","11.209926534649053","0.4082885758290661"
"Target (full name)","Serine/threonine-protein kinase PIM1","364","Tanimoto Smile SVM regression","11.404912573989712","0.3989864196534066"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","RBF libSVM folded fingerprints regression","5.548118083100034","0.395596967799525"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","RBF Smile SVM descriptors regression","5.675449031078308","0.35288085181918155"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","Tanimoto Smile SVM regression","5.746380024042618","0.316524415304697"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","Weka RF descriptors regression","5.638610644102039","0.30184352314815766"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","Poly Smile SVM fingerprints regression","6.093132680044557","0.2903370708639553"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","Weka RF folded fingerprints regression","5.743031938020053","0.28829825605012893"
"Target (full name)","Serine/threonine-protein kinase PIM2","364","Elastic Net on folded fingerprints regression","7.275014616387716","0.20873047914678408"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","Poly Smile SVM fingerprints regression","9.110578786185533","0.4264626028354891"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","Weka RF folded fingerprints regression","9.070583057674881","0.4062670298864789"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","RBF libSVM folded fingerprints regression","9.457012903926502","0.38912359198716423"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","RBF Smile SVM descriptors regression","9.586970420835122","0.3704564777802446"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","Elastic Net on folded fingerprints regression","9.761200248792116","0.3668475801757545"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","Tanimoto Smile SVM regression","9.737197555343833","0.3417061142345995"
"Target (full name)","Serine/threonine-protein kinase PIM3","364","Weka RF descriptors regression","9.411397199323762","0.32507984442654814"
"Target (full name)","MAP kinase-activated protein kinase 5","364","Weka RF descriptors regression","1.5993366927323476","0.6301733271252965"
"Target (full name)","MAP kinase-activated protein kinase 5","364","Weka RF folded fingerprints regression","1.665950255086718","0.5963951101835888"
"Target (full name)","MAP kinase-activated protein kinase 5","364","Poly Smile SVM fingerprints regression","1.6721730458748134","0.588244858469524"
"Target (full name)","MAP kinase-activated protein kinase 5","364","Elastic Net on folded fingerprints regression","1.7266947270742048","0.5408287903858194"
"Target (full name)","MAP kinase-activated protein kinase 5","364","RBF libSVM folded fingerprints regression","1.9544331052322068","0.313743794039687"
"Target (full name)","MAP kinase-activated protein kinase 5","364","RBF Smile SVM descriptors regression","1.9941910110968761","0.2675604558517484"
"Target (full name)","MAP kinase-activated protein kinase 5","364","Tanimoto Smile SVM regression","2.034508008640136","0.18331771224634724"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","Tanimoto Smile SVM regression","10.233107351578967","0.5748221103579764"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","RBF libSVM folded fingerprints regression","10.061769851226925","0.5605038503123789"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","Poly Smile SVM fingerprints regression","9.564937301250119","0.5484639769463555"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","Weka RF folded fingerprints regression","9.529685140794609","0.5430720216754421"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","RBF Smile SVM descriptors regression","10.496108476777971","0.4782700197776505"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","Elastic Net on folded fingerprints regression","10.434368162645276","0.4773998491743752"
"Target (full name)","Serine/threonine-protein kinase SIK1","364","Weka RF descriptors regression","10.079280796382227","0.45885607178590937"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","Tanimoto Smile SVM regression","8.464421951530818","0.34779045817447957"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","Weka RF descriptors regression","8.452414788592767","0.3307046432029218"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","RBF libSVM folded fingerprints regression","8.494032682600619","0.3282378962889939"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","RBF Smile SVM descriptors regression","8.61610011122595","0.2889388592095844"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","Poly Smile SVM fingerprints regression","8.913052586418615","0.2863393529650084"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","Elastic Net on folded fingerprints regression","9.694980362684595","0.264260581476198"
"Target (full name)","Serine/threonine-protein kinase SIK2","364","Weka RF folded fingerprints regression","8.701916363031495","0.2555511052102494"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","Poly Smile SVM fingerprints regression","11.211192168698618","0.5937227395412257"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","RBF libSVM folded fingerprints regression","12.554438641353848","0.5483312070984455"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","Weka RF folded fingerprints regression","11.843025212240375","0.5361359512141384"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","Weka RF descriptors regression","11.822408365376013","0.5282685749733734"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","Tanimoto Smile SVM regression","13.18237715233417","0.5146687961098313"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","RBF Smile SVM descriptors regression","12.82821120055704","0.5040938672064353"
"Target (full name)","Serine/threonine-protein kinase TBK1","364","Elastic Net on folded fingerprints regression","12.851915727245972","0.43641796665235666"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","Weka RF folded fingerprints regression","9.602881707808553","0.7820967234836584"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","Poly Smile SVM fingerprints regression","9.614534125795096","0.7653888779572267"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","RBF libSVM folded fingerprints regression","12.511590197083185","0.7614434025604033"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","Weka RF descriptors regression","9.708041148186034","0.7600077121243328"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","RBF Smile SVM descriptors regression","12.32766153307603","0.7438574026062089"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","Elastic Net on folded fingerprints regression","10.105551889635457","0.7391437069529543"
"Target (full name)","Testis-specific serine/threonine-protein kinase 1","364","Tanimoto Smile SVM regression","13.58543974111023","0.7319326558948739"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","Elastic Net on folded fingerprints regression","6.040480872172466","0.8105797898873457"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","Poly Smile SVM fingerprints regression","6.069086770825576","0.8078043651324011"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","Weka RF folded fingerprints regression","6.423382614542971","0.7913223809723026"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","RBF libSVM folded fingerprints regression","8.20498158123989","0.7677459406162893"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","Weka RF descriptors regression","6.6243136129849125","0.761268342048192"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","RBF Smile SVM descriptors regression","8.706314057090427","0.7266500065497952"
"Target (full name)","Testis-specific serine/threonine-protein kinase 2","364","Tanimoto Smile SVM regression","9.330476699832992","0.6968629712552743"
"Target (full name)","Casein kinase I alpha","364","Weka RF folded fingerprints regression","8.582093611665217","0.7276840245053994"
"Target (full name)","Casein kinase I alpha","364","Poly Smile SVM fingerprints regression","8.688681755443005","0.7096481315357634"
"Target (full name)","Casein kinase I alpha","364","Weka RF descriptors regression","9.545468308956297","0.6441856992070271"
"Target (full name)","Casein kinase I alpha","364","RBF libSVM folded fingerprints regression","10.55993888426144","0.6311953054847635"
"Target (full name)","Casein kinase I alpha","364","Tanimoto Smile SVM regression","11.308742114336129","0.5612700733844034"
"Target (full name)","Casein kinase I alpha","364","Elastic Net on folded fingerprints regression","11.549157354821304","0.5420368877248452"
"Target (full name)","Casein kinase I alpha","364","RBF Smile SVM descriptors regression","11.351981620145652","0.5216700120512318"
"Target (full name)","Casein kinase I gamma 1","364","Weka RF descriptors regression","4.859653337329659","0.5864659640435009"
"Target (full name)","Casein kinase I gamma 1","364","Weka RF folded fingerprints regression","4.921006864287603","0.5831064382849778"
"Target (full name)","Casein kinase I gamma 1","364","Poly Smile SVM fingerprints regression","5.103043025599125","0.5623311543707952"
"Target (full name)","Casein kinase I gamma 1","364","RBF libSVM folded fingerprints regression","5.513626871918918","0.42397440506313544"
"Target (full name)","Casein kinase I gamma 1","364","Elastic Net on folded fingerprints regression","6.2134598283285305","0.41000060708796116"
"Target (full name)","Casein kinase I gamma 1","364","Tanimoto Smile SVM regression","5.783085868535531","0.30919502243717484"
"Target (full name)","Casein kinase I gamma 1","364","RBF Smile SVM descriptors regression","5.759232448032614","0.30699935473854983"
"Target (full name)","Casein kinase I gamma 2","364","Weka RF folded fingerprints regression","5.076958830081472","0.5957281148918184"
"Target (full name)","Casein kinase I gamma 2","364","Poly Smile SVM fingerprints regression","5.335625600027707","0.5742656437093677"
"Target (full name)","Casein kinase I gamma 2","364","Weka RF descriptors regression","5.474647825914509","0.4982508861754123"
"Target (full name)","Casein kinase I gamma 2","364","Elastic Net on folded fingerprints regression","6.368537373288136","0.46850299369661086"
"Target (full name)","Casein kinase I gamma 2","364","RBF libSVM folded fingerprints regression","5.714004212436074","0.46739970298869976"
"Target (full name)","Casein kinase I gamma 2","364","Tanimoto Smile SVM regression","6.0367761436178204","0.35819405743318156"
"Target (full name)","Casein kinase I gamma 2","364","RBF Smile SVM descriptors regression","6.130910433879031","0.2789848624120377"
"Target (full name)","Casein kinase I isoform gamma-3","364","Weka RF folded fingerprints regression","6.152928095191428","0.6369605554063008"
"Target (full name)","Casein kinase I isoform gamma-3","364","Poly Smile SVM fingerprints regression","6.345863717839736","0.6113928492208939"
"Target (full name)","Casein kinase I isoform gamma-3","364","Weka RF descriptors regression","6.498258650017829","0.5644683554279052"
"Target (full name)","Casein kinase I isoform gamma-3","364","RBF libSVM folded fingerprints regression","7.047491488846855","0.5168680818034779"
"Target (full name)","Casein kinase I isoform gamma-3","364","Elastic Net on folded fingerprints regression","8.558345322536683","0.42325144914838175"
"Target (full name)","Casein kinase I isoform gamma-3","364","Tanimoto Smile SVM regression","7.49600179496964","0.4111164897972195"
"Target (full name)","Casein kinase I isoform gamma-3","364","RBF Smile SVM descriptors regression","7.4280752915507025","0.3987778409702053"
"Target (full name)","Cyclin-dependent kinase 1","364","Weka RF folded fingerprints regression","10.576756343116504","0.7323595505265091"
"Target (full name)","Cyclin-dependent kinase 1","364","Poly Smile SVM fingerprints regression","10.47182267386115","0.7152389404149799"
"Target (full name)","Cyclin-dependent kinase 1","364","RBF libSVM folded fingerprints regression","13.126525173877194","0.6592729987943163"
"Target (full name)","Cyclin-dependent kinase 1","364","Elastic Net on folded fingerprints regression","12.772642545452173","0.6450755211760206"
"Target (full name)","Cyclin-dependent kinase 1","364","Tanimoto Smile SVM regression","14.07253099781862","0.6196371323307279"
"Target (full name)","Cyclin-dependent kinase 1","364","Weka RF descriptors regression","12.277617425142719","0.5945188952421732"
"Target (full name)","Cyclin-dependent kinase 1","364","RBF Smile SVM descriptors regression","14.009816315278508","0.5664958191767526"
"Target (full name)","Cyclin-dependent kinase 2","364","Poly Smile SVM fingerprints regression","11.663485018306519","0.8028702982876021"
"Target (full name)","Cyclin-dependent kinase 2","364","Weka RF folded fingerprints regression","12.74528260960562","0.7788351340126132"
"Target (full name)","Cyclin-dependent kinase 2","364","Elastic Net on folded fingerprints regression","13.738103522331297","0.7435577039534315"
"Target (full name)","Cyclin-dependent kinase 2","364","Weka RF descriptors regression","14.165643612630822","0.702652918464298"
"Target (full name)","Cyclin-dependent kinase 2","364","RBF libSVM folded fingerprints regression","17.208023647479024","0.6915426390685757"
"Target (full name)","Cyclin-dependent kinase 2","364","Tanimoto Smile SVM regression","18.316720623697353","0.6692090856529442"
"Target (full name)","Cyclin-dependent kinase 2","364","RBF Smile SVM descriptors regression","17.94325155812631","0.6351215503914028"
"Target (full name)","Cyclin-dependent kinase 3","364","Poly Smile SVM fingerprints regression","10.793910787786348","0.7618045240430996"
"Target (full name)","Cyclin-dependent kinase 3","364","Weka RF folded fingerprints regression","11.402874668895437","0.7564252104717574"
"Target (full name)","Cyclin-dependent kinase 3","364","RBF libSVM folded fingerprints regression","14.357396064838326","0.7204260503866419"
"Target (full name)","Cyclin-dependent kinase 3","364","Elastic Net on folded fingerprints regression","12.54226868692314","0.6930352567861687"
"Target (full name)","Cyclin-dependent kinase 3","364","Weka RF descriptors regression","12.505708413971314","0.6750625863121836"
"Target (full name)","Cyclin-dependent kinase 3","364","Tanimoto Smile SVM regression","15.602510576481578","0.6665592749562432"
"Target (full name)","Cyclin-dependent kinase 3","364","RBF Smile SVM descriptors regression","15.269152459514656","0.6330809436446085"
"Target (full name)","Cyclin-dependent kinase 4","364","Poly Smile SVM fingerprints regression","8.345716709084657","0.7600970954684086"
"Target (full name)","Cyclin-dependent kinase 4","364","Weka RF folded fingerprints regression","9.216421972440328","0.7295066110424518"
"Target (full name)","Cyclin-dependent kinase 4","364","Elastic Net on folded fingerprints regression","9.98325939753034","0.6725444744365153"
"Target (full name)","Cyclin-dependent kinase 4","364","RBF libSVM folded fingerprints regression","11.112641593623712","0.632709756703086"
"Target (full name)","Cyclin-dependent kinase 4","364","Weka RF descriptors regression","10.441852683749046","0.5954130296990988"
"Target (full name)","Cyclin-dependent kinase 4","364","Tanimoto Smile SVM regression","11.88952614373446","0.5887261924340496"
"Target (full name)","Cyclin-dependent kinase 4","364","RBF Smile SVM descriptors regression","12.003662308338088","0.4804503065653556"
"Target (full name)","Cyclin-dependent kinase 5","364","Poly Smile SVM fingerprints regression","10.72365322594181","0.7322080649570989"
"Target (full name)","Cyclin-dependent kinase 5","364","Weka RF folded fingerprints regression","10.994883628507216","0.7280921292521136"
"Target (full name)","Cyclin-dependent kinase 5","364","RBF libSVM folded fingerprints regression","13.418660710353754","0.7020597393621999"
"Target (full name)","Cyclin-dependent kinase 5","364","Weka RF descriptors regression","11.869499735329873","0.680428073661525"
"Target (full name)","Cyclin-dependent kinase 5","364","Tanimoto Smile SVM regression","14.729544229100968","0.6537141681419609"
"Target (full name)","Cyclin-dependent kinase 5","364","Elastic Net on folded fingerprints regression","13.065826990816321","0.6490091886388301"
"Target (full name)","Cyclin-dependent kinase 5","364","RBF Smile SVM descriptors regression","14.341949731300023","0.6004958847419075"
"Target (full name)","Cyclin-dependent kinase 6","364","Poly Smile SVM fingerprints regression","10.586994109074638","0.701751946404876"
"Target (full name)","Cyclin-dependent kinase 6","364","Weka RF folded fingerprints regression","10.799391651227346","0.7009645317670827"
"Target (full name)","Cyclin-dependent kinase 6","364","RBF libSVM folded fingerprints regression","12.235918528868718","0.6719431253929203"
"Target (full name)","Cyclin-dependent kinase 6","364","Tanimoto Smile SVM regression","12.980587826255718","0.6471079088066857"
"Target (full name)","Cyclin-dependent kinase 6","364","Elastic Net on folded fingerprints regression","12.83583165128841","0.5992804018817532"
"Target (full name)","Cyclin-dependent kinase 6","364","Weka RF descriptors regression","12.159278966638055","0.5799352076892164"
"Target (full name)","Cyclin-dependent kinase 6","364","RBF Smile SVM descriptors regression","12.966076778975472","0.554144169090018"
"Target (full name)","Dual specificity protein kinase CLK2","364","Poly Smile SVM fingerprints regression","11.488298749432111","0.8149321588386953"
"Target (full name)","Dual specificity protein kinase CLK2","364","Weka RF folded fingerprints regression","12.813905465416587","0.7698455307693344"
"Target (full name)","Dual specificity protein kinase CLK2","364","RBF libSVM folded fingerprints regression","16.879165993577395","0.7374779234031571"
"Target (full name)","Dual specificity protein kinase CLK2","364","Elastic Net on folded fingerprints regression","14.486118528868017","0.7204703498883257"
"Target (full name)","Dual specificity protein kinase CLK2","364","Tanimoto Smile SVM regression","19.02084663782088","0.6600573250233064"
"Target (full name)","Dual specificity protein kinase CLK2","364","Weka RF descriptors regression","15.582029846083994","0.6228541976134915"
"Target (full name)","Dual specificity protein kinase CLK2","364","RBF Smile SVM descriptors regression","18.860221450240275","0.5281926515159479"
"Target (full name)","Dual specificity protein kinase CLK3","364","Poly Smile SVM fingerprints regression","5.6271010418865455","0.5803056180452327"
"Target (full name)","Dual specificity protein kinase CLK3","364","Weka RF descriptors regression","6.098350719917367","0.4540660947330029"
"Target (full name)","Dual specificity protein kinase CLK3","364","Elastic Net on folded fingerprints regression","7.54728065714787","0.4408925953577069"
"Target (full name)","Dual specificity protein kinase CLK3","364","Weka RF folded fingerprints regression","6.237891055078682","0.4170017582484637"
"Target (full name)","Dual specificity protein kinase CLK3","364","RBF libSVM folded fingerprints regression","6.4823231759713025","0.3421955033079422"
"Target (full name)","Dual specificity protein kinase CLK3","364","Tanimoto Smile SVM regression","6.594152083329563","0.32207872616125927"
